borrower_id,age,gender,education_level,village_state,occupation_type,family_members,dependents,land_size_acres,crop_type,rainfall_mm,irrigation_type,soil_quality_index,annual_yield_tonnes,shop_monthly_revenue,business_expenses,inventory_value,annual_income,mobile_transactions_per_month,loan_amount_requested,previous_loans,previous_defaults,loan_repayment_status
R2772,64,Female,Secondary,Telangana,Farmer,7,2,9.36,Groundnut,1028.5,Borewell,82,14.7,0,0,0,520264.92,15,128451,1,0,1
R2773,61,Female,Graduate,Andhra Pradesh,Shopkeeper,6,5,0,None,0,NA,0,0,296038.37,167866.22,24843.04,153818.39,22,151511,0,0,0
R2774,43,Female,Secondary,Kerala,Farmer,4,1,2.44,Sugarcane,455.9,Borewell,70,6,0,0,0,136343.6,17,93162,3,0,0
R2775,49,Male,Secondary,Maharashtra,Farmer,8,2,1.04,Pulses,731.3,Rain-fed,83,2.18,0,0,0,35998.11,23,96220,1,0,1
R2776,30,Female,None,Kerala,Shopkeeper,7,1,0,None,0,NA,0,0,184444.35,97727.82,53588.15,99505.94,22,32998,3,0,0
R2777,21,Female,Primary,Andhra Pradesh,Daily Wage,7,0,0,None,0,NA,0,0,192649.38,121634.79,39859.83,83183.18,27,49671,0,0,0
R2778,62,Male,Primary,Karnataka,Shopkeeper,4,0,0,None,0,NA,0,0,182623.34,109373.43,14228.13,101455.7,24,64505,2,0,0
R2779,36,Male,Secondary,Telangana,Service Provider,7,1,0,None,0,NA,0,0,266950.21,143356.77,76255.59,135745.88,20,72101,2,0,1
R2780,55,Male,Primary,Andhra Pradesh,Farmer,4,1,5.27,Pulses,855.5,Rain-fed,70,11.13,0,0,0,237549.61,20,199277,1,0,0
R2781,59,Female,Graduate,Telangana,Farmer,5,4,2.26,Cotton,838.7,Rain-fed,58,3.89,0,0,0,73811.79,18,114729,0,0,0
R2782,29,Male,Secondary,Telangana,Farmer,7,5,1.29,Cotton,1017.4,Rain-fed,42,1.9,0,0,0,74222.57,20,144314,2,0,0
R2783,22,Male,Secondary,Bihar,Shopkeeper,6,0,0,None,0,NA,0,0,122696.21,65018.83,75243.21,88033.28,25,122444,0,0,0
R2784,63,Female,Secondary,Kerala,Farmer,3,0,5.94,Rice,908,Rain-fed,72,8.67,0,0,0,156715.55,21,176037,0,0,0
R2785,32,Female,Graduate,Madhya Pradesh,Shopkeeper,7,6,0,None,0,NA,0,0,228235.68,95325.47,21034.4,145039.89,18,40983,0,0,0
R2786,29,Male,Graduate,Madhya Pradesh,Farmer,7,3,9.92,Wheat,651.4,Rain-fed,70,16.87,0,0,0,306853.11,24,173230,0,0,1
R2787,33,Male,None,Bihar,Farmer,6,3,3.55,Rice,943.3,Rain-fed,47,4.1,0,0,0,212228.31,24,91385,1,0,1
R2788,35,Female,Secondary,Kerala,Dairy,5,0,0,None,0,NA,0,0,190986.6,126350.45,53424,95785.69,12,103780,0,0,0
R2789,53,Female,Primary,Madhya Pradesh,Farmer,8,7,7.64,Sugarcane,923.3,Borewell,62,9.5,0,0,0,205554.89,14,113885,3,0,1
R2790,44,Male,Primary,Andhra Pradesh,Shopkeeper,8,3,0,None,0,NA,0,0,75114.35,58482.77,63567.03,48557.13,15,120053,0,0,0
R2791,62,Male,Secondary,Karnataka,Farmer,7,6,8.55,Rice,1125.1,Borewell,52,9.09,0,0,0,176204.05,23,49624,3,0,1
R2792,47,Female,None,Gujarat,Farmer,4,2,6.17,Millets,948.6,Borewell,65,12.75,0,0,0,190168,17,48116,1,0,1
R2793,35,Male,None,Gujarat,Shopkeeper,5,0,0,None,0,NA,0,0,91310.97,38797.03,16134.97,75474.08,17,177941,2,0,1
R2794,21,Female,Primary,Andhra Pradesh,Farmer,2,1,2.23,Corn,931.9,Rain-fed,53,2.17,0,0,0,107911.24,18,173219,3,0,0
R2795,51,Female,Graduate,Kerala,Farmer,6,5,2.33,Sugarcane,1196.9,Canal,55,3.2,0,0,0,66940.79,18,128537,2,0,1
R2796,56,Female,None,Telangana,Service Provider,8,5,0,None,0,NA,0,0,236025.96,100372.32,51534.06,174238.24,17,191529,1,0,0
R2797,41,Female,Primary,Karnataka,Farmer,8,1,7.81,Millets,1081.5,Rain-fed,90,9.42,0,0,0,386629.73,24,151698,1,0,1
R2798,30,Male,Primary,Madhya Pradesh,Farmer,6,1,5.15,Millets,735.2,Borewell,76,11.23,0,0,0,176867.25,15,127815,1,0,1
R2799,21,Male,Secondary,Kerala,Farmer,5,2,5.43,Millets,1174.2,Canal,66,6.92,0,0,0,144017.91,20,118728,3,0,0
R2800,37,Male,Primary,Madhya Pradesh,Farmer,8,1,4.3,Wheat,419.6,Canal,69,10.41,0,0,0,189869.99,21,199403,2,0,1
R2801,50,Female,None,Maharashtra,Farmer,4,2,1.48,Corn,986.6,Rain-fed,56,2.23,0,0,0,59325.98,20,147213,2,0,0
R2802,65,Female,Secondary,Tamil Nadu,Farmer,2,0,4.12,Wheat,962.6,Canal,59,9.62,0,0,0,109378.72,13,76444,0,0,0
R2803,44,Male,Secondary,Andhra Pradesh,Shopkeeper,3,1,0,None,0,NA,0,0,209727.01,142258.53,32533.75,101922.82,21,159760,0,0,0
R2804,41,Female,Primary,Uttar Pradesh,Farmer,4,2,4.28,Cotton,838.1,Borewell,64,6.64,0,0,0,237961.17,19,85620,2,0,0
R2805,34,Female,None,Gujarat,Farmer,4,0,8.83,Corn,861.3,Borewell,80,12.16,0,0,0,492912.4,19,70229,2,0,1
R2806,56,Female,Primary,Uttar Pradesh,Farmer,5,0,9.93,Wheat,920.1,Borewell,45,20.76,0,0,0,234155.64,20,179097,3,0,1
R2807,51,Male,Graduate,Tamil Nadu,Farmer,5,4,3.04,Sugarcane,1021.2,Rain-fed,84,2.67,0,0,0,97729.73,19,154100,3,0,0
R2808,44,Male,Primary,Odisha,Service Provider,8,0,0,None,0,NA,0,0,104282.88,56172.59,56429.64,72572.97,14,69159,2,0,0
R2809,21,Male,None,Kerala,Shopkeeper,7,4,0,None,0,NA,0,0,159474.41,65886.07,19513.52,113181.66,18,156108,3,0,0
R2810,22,Male,Primary,Andhra Pradesh,Daily Wage,8,4,0,None,0,NA,0,0,293323.91,187618.36,26919.96,125535.2,17,144404,0,0,0
R2811,53,Female,Primary,Odisha,Daily Wage,8,7,0,None,0,NA,0,0,187393.9,103848.02,20436.28,94210.05,16,163526,0,0,1
R2812,46,Male,Graduate,Gujarat,Daily Wage,4,2,0,None,0,NA,0,0,86999.51,60002.8,36996.11,39198.06,25,70079,0,0,0
R2813,31,Female,Primary,Kerala,Farmer,7,3,3.63,Sugarcane,1028.4,Rain-fed,93,7.28,0,0,0,114602.25,17,117731,3,0,0
R2814,42,Female,Primary,Telangana,Farmer,3,2,0.61,Millets,748.1,Borewell,87,1.43,0,0,0,13262.54,24,102326,0,0,0
R2815,48,Male,Primary,Kerala,Daily Wage,6,5,0,None,0,NA,0,0,238579.31,187602.01,26044.43,65286.72,27,104458,2,0,0
R2816,63,Male,Secondary,Madhya Pradesh,Daily Wage,6,1,0,None,0,NA,0,0,197582.3,137960.96,64112.23,97218.17,19,138743,3,0,0
R2817,58,Female,Secondary,Andhra Pradesh,Farmer,7,6,1.36,Rice,1250,Borewell,69,2.06,0,0,0,35522.97,20,165878,0,0,1
R2818,65,Female,Secondary,Uttar Pradesh,Dairy,5,3,0,None,0,NA,0,0,178398.31,83150.59,39028.14,128836.54,19,116226,1,1,0
R2819,56,Female,Primary,Odisha,Farmer,7,6,6.44,Cotton,588.2,Borewell,60,7.79,0,0,0,333888.37,12,65511,2,0,1
R2820,54,Male,Primary,Uttar Pradesh,Farmer,3,2,4.98,Pulses,901,Canal,95,8.21,0,0,0,240414.66,23,99625,3,0,1
R2821,62,Male,Graduate,Maharashtra,Farmer,5,2,6.55,Groundnut,748.2,Rain-fed,46,12.27,0,0,0,282159.65,19,191032,2,0,1
R2822,24,Female,Secondary,Maharashtra,Farmer,6,4,9.36,Rice,873.3,Borewell,71,12.07,0,0,0,421711.1,25,107930,0,0,1
R2823,46,Male,Primary,Andhra Pradesh,Farmer,5,2,7.27,Wheat,837.9,Borewell,46,17.35,0,0,0,386981.1,20,126378,1,1,1
R2824,43,Female,Secondary,Telangana,Farmer,4,3,7.45,Pulses,551.5,Rain-fed,85,11.81,0,0,0,172280.19,18,192047,1,0,0
R2825,50,Female,Secondary,Odisha,Farmer,7,3,1.04,Wheat,1081.3,Rain-fed,80,2.53,0,0,0,43918.07,21,148202,2,0,0
R2826,26,Male,Secondary,Andhra Pradesh,Shopkeeper,7,6,0,None,0,NA,0,0,76958.11,39546.79,56785.43,56720.62,17,42714,0,0,0
R2827,30,Male,Primary,Madhya Pradesh,Shopkeeper,6,0,0,None,0,NA,0,0,120422.11,56743.67,64201.01,83328.96,24,113789,3,0,1
R2828,54,Female,Graduate,Karnataka,Farmer,8,3,2.54,Pulses,1114.3,Rain-fed,69,4.63,0,0,0,144761.87,16,180279,3,0,0
R2829,62,Male,Secondary,Andhra Pradesh,Farmer,2,0,9.93,Groundnut,1165.2,Borewell,40,9.26,0,0,0,220798.82,16,74180,0,0,1
R2830,35,Female,Secondary,Odisha,Farmer,6,5,7.47,Millets,863.8,Borewell,88,13.77,0,0,0,223669.04,17,190776,1,0,1
R2831,65,Male,Graduate,Bihar,Farmer,6,1,3.08,Sugarcane,628.2,Borewell,83,6,0,0,0,158053.79,18,107226,3,0,1
R2832,48,Female,Primary,Uttar Pradesh,Farmer,5,2,5.01,Corn,861.1,Canal,83,11.22,0,0,0,298349.9,12,55430,2,0,1
R2833,47,Female,Primary,Madhya Pradesh,Daily Wage,4,0,0,None,0,NA,0,0,152248.72,68879.89,70946.51,94063.22,17,188362,1,0,0
R2834,57,Female,Primary,Gujarat,Daily Wage,4,0,0,None,0,NA,0,0,220675.44,168775.25,78063.01,76813.14,16,67896,0,0,1
R2835,41,Male,None,Telangana,Farmer,5,1,9.92,Cotton,1173.6,Rain-fed,43,19.89,0,0,0,214448.86,22,93220,1,0,1
R2836,36,Female,Graduate,Telangana,Farmer,4,3,0.6,Rice,930.4,Canal,69,0.59,0,0,0,31130.38,30,96530,0,0,0
R2837,34,Female,Primary,Andhra Pradesh,Shopkeeper,4,1,0,None,0,NA,0,0,177003.85,81171.9,70739.63,114356.44,24,131668,2,0,0
R2838,43,Male,Primary,Telangana,Farmer,6,1,6.51,Rice,1177,Borewell,43,7.33,0,0,0,187671.2,10,88725,2,0,0
R2839,45,Female,Graduate,Bihar,Farmer,3,0,2.69,Corn,814.3,Rain-fed,48,5.6,0,0,0,101083.99,22,140770,2,0,1
R2840,53,Male,None,Gujarat,Farmer,8,3,2.18,Pulses,1113.7,Borewell,88,3.32,0,0,0,63488.13,12,198355,1,0,1
R2841,34,Female,None,Maharashtra,Farmer,7,4,6.72,Corn,728.9,Rain-fed,42,14.83,0,0,0,341102.9,17,50088,3,1,1
R2842,34,Male,None,Uttar Pradesh,Daily Wage,7,4,0,None,0,NA,0,0,270553.49,198755.42,30664.63,90353.93,24,71254,1,0,0
R2843,60,Male,Primary,Telangana,Shopkeeper,5,4,0,None,0,NA,0,0,186179.5,91861.85,66560.8,115926.48,25,170105,0,0,0
R2844,34,Female,Secondary,Andhra Pradesh,Daily Wage,8,5,0,None,0,NA,0,0,139996.28,80645.29,53084.19,71459.62,30,116329,0,0,0
R2845,46,Female,None,Odisha,Farmer,7,5,4.01,Pulses,1135.9,Canal,59,8.93,0,0,0,219068.34,20,41005,1,1,1
R2846,64,Male,Secondary,Gujarat,Farmer,3,1,3.57,Sugarcane,946.2,Canal,80,5,0,0,0,137691.35,18,169850,1,0,0
R2847,58,Female,Secondary,Odisha,Farmer,6,1,9.63,Cotton,715.4,Borewell,80,17.42,0,0,0,576777.12,24,74939,0,0,1
R2848,49,Female,Secondary,Uttar Pradesh,Shopkeeper,8,3,0,None,0,NA,0,0,140615.58,103676.4,11910.14,53844.62,27,68564,0,0,0
R2849,21,Male,None,Telangana,Daily Wage,6,2,0,None,0,NA,0,0,112594.79,83888.44,72563.03,46390.28,19,161071,3,0,0
R2850,25,Male,Primary,Telangana,Farmer,5,3,9.16,Millets,915.9,Borewell,80,21.52,0,0,0,302628.65,15,121690,0,0,1
R2851,49,Male,Primary,Kerala,Daily Wage,5,0,0,None,0,NA,0,0,265100.58,114646.38,69058.47,169253.04,22,133629,3,0,0
R2852,42,Male,Primary,Maharashtra,Farmer,4,1,8.64,Millets,1171.9,Rain-fed,50,17.45,0,0,0,300240.07,16,171642,0,0,1
R2853,56,Female,Graduate,Tamil Nadu,Farmer,5,2,6.93,Millets,670.2,Borewell,54,8.83,0,0,0,401699.43,18,162886,2,0,1
R2854,38,Male,Secondary,Tamil Nadu,Daily Wage,4,2,0,None,0,NA,0,0,227825.95,102846.85,78943.3,153220.97,20,182774,2,0,0
R2855,62,Female,None,Tamil Nadu,Farmer,2,1,1.01,Wheat,736.2,Borewell,41,1.23,0,0,0,31745.06,14,131243,1,0,0
R2856,33,Female,Primary,Uttar Pradesh,Dairy,7,5,0,None,0,NA,0,0,206175.88,100487.69,55581.79,138651.94,18,89294,2,0,0
R2857,49,Male,Primary,Telangana,Farmer,7,1,5.3,Corn,994.9,Rain-fed,76,13.08,0,0,0,165731.55,19,178468,0,0,1
R2858,45,Male,Secondary,Andhra Pradesh,Farmer,2,0,5.43,Millets,910.3,Borewell,86,9.59,0,0,0,192243.87,14,120137,0,0,1
R2859,33,Male,Primary,Madhya Pradesh,Daily Wage,8,7,0,None,0,NA,0,0,127902.7,69078.46,28948.8,86878.53,28,108265,1,0,0
R2860,59,Female,Graduate,Uttar Pradesh,Dairy,2,1,0,None,0,NA,0,0,258359.85,147069.33,27661.5,150792.97,17,198248,0,0,0
R2861,59,Male,Primary,Bihar,Farmer,2,1,9.41,Pulses,975.8,Borewell,80,22.5,0,0,0,380839.64,13,164305,0,0,1
R2862,42,Female,Secondary,Tamil Nadu,Dairy,5,3,0,None,0,NA,0,0,165290.77,94673.6,48975.26,98067.89,26,169684,2,0,0
R2863,33,Male,Primary,Odisha,Shopkeeper,6,0,0,None,0,NA,0,0,195824.1,101870.01,30658.82,114788.22,22,186457,2,0,0
R2864,21,Female,Primary,Madhya Pradesh,Farmer,2,0,8.09,Corn,793.5,Canal,87,14.38,0,0,0,459517.11,10,33877,3,1,1
R2865,54,Male,Primary,Gujarat,Farmer,8,4,6.26,Millets,1033.8,Canal,72,5.4,0,0,0,234411.23,14,172605,1,0,1
R2866,40,Male,Primary,Telangana,Shopkeeper,6,4,0,None,0,NA,0,0,209537.05,145565.92,34437.29,102303.06,23,102499,3,0,0
R2867,60,Male,Graduate,Kerala,Farmer,4,1,5.52,Pulses,815.8,Rain-fed,51,13.04,0,0,0,237670.16,23,68028,1,0,1
R2868,44,Male,Secondary,Tamil Nadu,Farmer,2,0,0.93,Pulses,1045.4,Canal,95,1.54,0,0,0,41813.58,16,191188,3,0,0
R2869,20,Female,Secondary,Bihar,Farmer,3,1,4.69,Groundnut,1201.5,Borewell,67,10.86,0,0,0,154101.35,19,131170,0,0,1
R2870,25,Female,Primary,Andhra Pradesh,Farmer,2,1,7.67,Millets,1055.2,Canal,84,13.13,0,0,0,311383.19,9,31261,2,0,1
R2871,52,Male,Secondary,Uttar Pradesh,Farmer,7,0,8.37,Wheat,917.4,Borewell,60,19.69,0,0,0,304127.85,20,133572,1,0,1
R2872,54,Female,Primary,Uttar Pradesh,Farmer,2,0,3.5,Rice,590.5,Rain-fed,89,7.76,0,0,0,93216.2,10,75515,1,0,0
R2873,50,Male,None,Odisha,Farmer,2,0,3.3,Pulses,1066.5,Canal,94,4.22,0,0,0,154507.8,16,45492,0,0,0
R2874,25,Female,None,Odisha,Daily Wage,7,5,0,None,0,NA,0,0,95328.59,57533.53,74532.71,73582.09,22,135879,2,0,0
R2875,27,Male,Secondary,Madhya Pradesh,Farmer,7,2,3.88,Wheat,928.7,Rain-fed,76,5.65,0,0,0,146281.78,20,91113,1,0,1
R2876,54,Female,Secondary,Andhra Pradesh,Farmer,8,7,0.57,Rice,668.2,Canal,81,0.52,0,0,0,33736.43,14,181520,1,0,0
R2877,30,Female,Primary,Maharashtra,Shopkeeper,7,0,0,None,0,NA,0,0,175850.41,79880.91,36896.14,109445.54,16,104499,0,0,1
R2878,57,Male,Secondary,Tamil Nadu,Farmer,2,0,3.85,Sugarcane,972.5,Borewell,42,7.05,0,0,0,107889.94,18,44936,2,1,1
R2879,33,Female,None,Uttar Pradesh,Farmer,5,3,5.78,Millets,1158.7,Borewell,49,13.05,0,0,0,227429.13,25,87603,3,0,1
R2880,45,Male,Secondary,Andhra Pradesh,Daily Wage,3,1,0,None,0,NA,0,0,240385.17,171634.64,26075.13,107936.67,12,131236,1,0,0
R2881,23,Female,Graduate,Bihar,Farmer,4,0,5.16,Wheat,829.6,Rain-fed,50,9.42,0,0,0,162993.26,19,40967,0,0,1
R2882,23,Male,None,Odisha,Daily Wage,2,0,0,None,0,NA,0,0,176635.63,100775.55,59878.1,105230.06,15,72671,1,0,0
R2883,58,Male,None,Tamil Nadu,Shopkeeper,4,2,0,None,0,NA,0,0,102948.11,68242.79,79610.11,64268.57,21,83139,3,0,0
R2884,23,Female,Primary,Telangana,Daily Wage,8,4,0,None,0,NA,0,0,278657.7,219471.01,44774.33,77892.7,24,160150,2,0,0
R2885,64,Male,Graduate,Maharashtra,Shopkeeper,7,3,0,None,0,NA,0,0,256547.61,115436.57,78380.3,180676.41,29,71833,3,0,1
R2886,38,Female,Primary,Maharashtra,Farmer,2,0,0.97,Cotton,885.9,Canal,90,1.74,0,0,0,35693.43,16,142861,0,0,0
R2887,45,Female,Graduate,Andhra Pradesh,Farmer,6,0,7.6,Millets,858.4,Rain-fed,93,6.31,0,0,0,379846.63,22,194005,0,0,1
R2888,51,Male,None,Kerala,Farmer,8,3,5.86,Corn,792.7,Borewell,57,4.91,0,0,0,255486.78,28,111954,2,1,1
R2889,57,Female,None,Odisha,Shopkeeper,8,2,0,None,0,NA,0,0,70768.19,44214.67,38656.54,59737.71,19,47239,3,0,0
R2890,58,Male,Secondary,Uttar Pradesh,Shopkeeper,6,2,0,None,0,NA,0,0,91908.54,41899.64,13186.78,76248.77,24,127742,0,0,0
R2891,29,Female,Primary,Andhra Pradesh,Shopkeeper,7,4,0,None,0,NA,0,0,223349.74,119683.77,35336.79,123094.07,23,32214,2,0,0
R2892,61,Female,Primary,Madhya Pradesh,Shopkeeper,8,3,0,None,0,NA,0,0,203087.15,157789.08,52658.55,78785.72,22,152127,2,0,0
R2893,58,Male,Secondary,Bihar,Farmer,3,0,9.41,Corn,795.8,Rain-fed,71,12.91,0,0,0,272410.37,19,88685,3,0,1
R2894,63,Female,Primary,Odisha,Dairy,2,0,0,None,0,NA,0,0,149872.05,111526.82,46076.2,64408.7,26,145865,3,0,0
R2895,44,Male,Secondary,Andhra Pradesh,Daily Wage,5,1,0,None,0,NA,0,0,80554.72,37977.74,38306.33,67422.15,25,193885,3,0,0
R2896,39,Male,Secondary,Kerala,Shopkeeper,5,4,0,None,0,NA,0,0,225441.81,125610.78,59117.24,110326.71,22,115113,3,0,1
R2897,45,Female,Primary,Madhya Pradesh,Daily Wage,5,3,0,None,0,NA,0,0,277234.12,180931.65,37870.45,109912.27,19,114762,2,1,0
R2898,43,Female,Primary,Telangana,Farmer,7,1,3.1,Cotton,1022.7,Rain-fed,61,7.14,0,0,0,136887.11,23,34945,2,0,1
R2899,22,Male,Primary,Odisha,Shopkeeper,8,4,0,None,0,NA,0,0,283433.5,220979.23,76440.71,100764.88,25,173567,0,0,0
R2900,26,Female,Primary,Maharashtra,Shopkeeper,3,0,0,None,0,NA,0,0,204131.1,92624.05,37385.27,150645.9,18,45846,1,0,0
R2901,32,Male,Primary,Odisha,Farmer,5,0,9.63,Cotton,659.7,Borewell,58,8.55,0,0,0,238475.14,11,31730,1,0,1
R2902,65,Male,Secondary,Maharashtra,Farmer,3,2,2.95,Cotton,632.7,Rain-fed,86,5.85,0,0,0,132195.76,22,65406,2,0,1
R2903,24,Female,Secondary,Maharashtra,Farmer,6,3,3.02,Cotton,1070,Borewell,83,3.13,0,0,0,119208.99,16,154835,3,0,0
R2904,54,Male,None,Kerala,Service Provider,3,0,0,None,0,NA,0,0,189143.26,92013.3,31700,136129.57,19,94051,3,0,1
R2905,25,Male,Secondary,Gujarat,Service Provider,6,5,0,None,0,NA,0,0,78650.87,44078.13,51578.65,53187.07,25,92412,0,0,0
R2906,61,Male,Secondary,Maharashtra,Farmer,6,3,3.45,Millets,1020.4,Canal,62,3.49,0,0,0,124866.83,9,98125,3,0,0
R2907,43,Female,Graduate,Gujarat,Daily Wage,8,5,0,None,0,NA,0,0,174759.69,107910.36,29249.38,92540.57,20,171134,3,0,0
R2908,52,Male,Secondary,Tamil Nadu,Farmer,5,1,3.31,Sugarcane,503.3,Borewell,48,7.98,0,0,0,178092.88,18,142764,2,0,1
R2909,49,Male,None,Odisha,Farmer,2,0,3.97,Sugarcane,1008,Canal,72,9.8,0,0,0,178922.35,26,99182,1,1,1
R2910,45,Female,Primary,Madhya Pradesh,Farmer,5,0,5.63,Groundnut,942.4,Canal,59,13.9,0,0,0,287076.9,19,183088,3,1,0
R2911,23,Female,Primary,Karnataka,Daily Wage,7,6,0,None,0,NA,0,0,192395.22,96612.98,40493.39,121271.72,13,48590,3,0,0
R2912,26,Female,Primary,Telangana,Farmer,2,0,3.31,Wheat,967.1,Canal,56,4.93,0,0,0,172732.01,19,88120,1,1,0
R2913,20,Female,Primary,Andhra Pradesh,Farmer,4,2,7.99,Millets,738.7,Canal,59,19.77,0,0,0,320328.73,30,110219,3,0,1
R2914,33,Male,Secondary,Bihar,Farmer,8,7,1.66,Pulses,1051.8,Rain-fed,54,2.6,0,0,0,55435.72,20,36247,1,0,0
R2915,48,Male,Primary,Bihar,Farmer,6,3,0.74,Rice,734.4,Rain-fed,87,1.68,0,0,0,32526.55,17,98563,2,0,1
R2916,58,Female,Secondary,Karnataka,Farmer,6,5,5.74,Millets,761.7,Rain-fed,80,9.19,0,0,0,320375.01,21,156248,0,0,1
R2917,50,Female,Graduate,Maharashtra,Farmer,8,2,5.94,Sugarcane,649.7,Borewell,71,10.58,0,0,0,335347.34,25,94104,2,0,1
R2918,34,Male,Graduate,Gujarat,Dairy,6,0,0,None,0,NA,0,0,80874.9,47543.08,62645.56,54140.03,25,53253,1,0,1
R2919,31,Male,Primary,Bihar,Service Provider,6,0,0,None,0,NA,0,0,94778.12,41824.43,53140.77,66420.57,18,150983,3,1,0
R2920,63,Male,Secondary,Kerala,Farmer,7,4,4.27,Groundnut,904.3,Canal,59,10.22,0,0,0,238111.22,11,158282,3,0,1
R2921,20,Female,Primary,Maharashtra,Daily Wage,5,3,0,None,0,NA,0,0,225334.35,102141.23,45144.52,156617.56,16,39005,2,0,1
R2922,48,Female,Primary,Telangana,Farmer,6,1,9.69,Sugarcane,1006.8,Borewell,47,12.94,0,0,0,473233.46,18,132445,1,0,1
R2923,54,Male,Secondary,Gujarat,Farmer,4,3,2.98,Cotton,1160.1,Rain-fed,78,5.04,0,0,0,165737.64,20,184337,1,0,0
R2924,43,Female,Primary,Bihar,Service Provider,8,0,0,None,0,NA,0,0,215422.83,127347.89,67029.12,111601.53,21,92169,3,0,0
R2925,37,Female,None,Tamil Nadu,Shopkeeper,3,1,0,None,0,NA,0,0,93309.71,63065.74,43531.89,49296.7,20,187265,2,0,0
R2926,37,Male,Graduate,Andhra Pradesh,Dairy,7,2,0,None,0,NA,0,0,72953.43,54435.43,45795.12,47086.39,17,198881,3,0,0
R2927,36,Male,None,Andhra Pradesh,Farmer,5,1,6.98,Groundnut,919.6,Borewell,88,17.34,0,0,0,335422.47,16,86864,0,0,1
R2928,65,Male,Primary,Madhya Pradesh,Farmer,6,0,4.4,Pulses,1105.8,Canal,77,6.09,0,0,0,221840.33,21,179166,2,0,0
R2929,60,Female,Graduate,Bihar,Shopkeeper,3,0,0,None,0,NA,0,0,131231.07,104831.31,76793.35,64615.68,25,120548,3,0,0
R2930,26,Male,Primary,Madhya Pradesh,Farmer,7,3,5.22,Groundnut,753,Canal,65,9.6,0,0,0,112926.04,18,109240,3,0,1
R2931,43,Male,Secondary,Karnataka,Farmer,5,0,7.87,Wheat,731.4,Canal,71,18.1,0,0,0,374171.87,17,102924,0,0,1
R2932,34,Male,Secondary,Odisha,Farmer,8,4,7.97,Sugarcane,1325.8,Rain-fed,52,14.01,0,0,0,181539.97,21,85248,0,0,1
R2933,51,Female,Primary,Andhra Pradesh,Farmer,2,0,1.28,Wheat,929.3,Canal,61,3.05,0,0,0,41167.12,29,83476,0,0,1
R2934,31,Male,Graduate,Madhya Pradesh,Farmer,5,4,1.21,Rice,1163.8,Rain-fed,45,2,0,0,0,66894.4,19,144183,3,1,0
R2935,36,Female,None,Bihar,Farmer,8,1,9.1,Cotton,1029.5,Borewell,73,10,0,0,0,516169.32,16,168410,0,0,1
R2936,59,Female,Secondary,Gujarat,Farmer,5,3,0.85,Millets,856.2,Rain-fed,47,1.41,0,0,0,45236.22,14,150911,1,0,0
R2937,47,Female,Secondary,Tamil Nadu,Farmer,2,1,4.18,Groundnut,837.9,Canal,50,9.46,0,0,0,240026.56,24,103715,2,0,1
R2938,62,Female,Graduate,Karnataka,Farmer,5,4,7.8,Groundnut,967.4,Rain-fed,69,19.4,0,0,0,385869.31,21,152353,0,0,1
R2939,41,Female,Secondary,Uttar Pradesh,Shopkeeper,8,7,0,None,0,NA,0,0,193946.03,94906.35,75954.05,129939.67,16,186728,1,0,0
R2940,46,Male,Primary,Bihar,Farmer,4,3,7.03,Millets,775.3,Rain-fed,88,16.23,0,0,0,254527.18,8,78266,0,0,1
R2941,53,Female,Secondary,Uttar Pradesh,Farmer,3,1,9.87,Groundnut,1137,Borewell,95,18.53,0,0,0,480583.32,18,42804,2,0,1
R2942,32,Female,Primary,Kerala,Farmer,5,0,2.41,Groundnut,1263.5,Canal,65,4.55,0,0,0,126798.44,22,76202,3,0,0
R2943,42,Female,Secondary,Kerala,Shopkeeper,6,3,0,None,0,NA,0,0,298321.93,141185.7,25014.57,175803.88,24,118411,3,0,1
R2944,57,Female,Secondary,Gujarat,Daily Wage,4,2,0,None,0,NA,0,0,292949,198692.4,76131.11,113753.12,18,55475,1,0,0
R2945,36,Female,None,Uttar Pradesh,Farmer,7,1,7.86,Cotton,902.3,Canal,68,18.67,0,0,0,263087.65,23,136557,1,0,1
R2946,37,Female,Graduate,Karnataka,Farmer,7,4,8.84,Cotton,1035.2,Canal,68,14.65,0,0,0,518772.08,23,184645,2,0,1
R2947,50,Male,Primary,Karnataka,Shopkeeper,3,0,0,None,0,NA,0,0,130567.14,71634.62,17148.66,95931.52,17,186445,2,0,0
R2948,31,Male,Primary,Tamil Nadu,Dairy,5,2,0,None,0,NA,0,0,253326.45,115626.19,63852.72,175091.25,21,113785,0,0,0
R2949,37,Male,Primary,Gujarat,Dairy,3,0,0,None,0,NA,0,0,227472.74,94091.63,63389.47,144381.42,19,170008,2,1,0
R2950,44,Male,Secondary,Telangana,Daily Wage,7,2,0,None,0,NA,0,0,135278.62,78683.11,40012.55,89770.57,20,42496,2,0,0
R2951,29,Female,Secondary,Karnataka,Shopkeeper,8,7,0,None,0,NA,0,0,105982.55,65774.22,76296.18,52451.07,9,138996,3,0,0
R2952,45,Female,Secondary,Kerala,Daily Wage,4,3,0,None,0,NA,0,0,155758.3,113737.97,15035.32,57912.75,17,146479,0,0,0
R2953,28,Female,Secondary,Tamil Nadu,Farmer,6,4,1.56,Sugarcane,1154.8,Rain-fed,90,2.64,0,0,0,45100.11,19,73830,2,0,1
R2954,25,Male,Secondary,Telangana,Farmer,5,0,5.57,Pulses,710,Canal,47,10.99,0,0,0,180251.17,25,32517,2,0,1
